,place_api_company_name,bovag_matched_name,bovag_matched_name_score,place_api_address,bovag_matched_address,bovag_matched_address_score,formatted_phone_number,Bovag_Matched_Telephone,Bovag_Matched_Telephone_score,overall_similarity_score,formatted_address,place_id,plus_code,rating,reference,scope,types,user_ratings_total,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,opening_hours,permanently_closed,price_level,photos,kvk_search_text,kvk_tradename,kvk_partnership_name,kvk_chamber_of_commerce,kvk_establishment_no,kvk_Address,kvk_other,Reviews,poitive_reviews,negative_reviews,duplicate_location,irregularities,duplicates_found,Bovag_registered,KVK_found,company_ratings
535,preuninger church gardens,davo hyundai the hague ypenburg,0.25,avenue of waalhaven 365,Laan van Waalhaven 365 ,0.695652174,070 307 3965,703073965,1,0.648550725,"Laan van Waalhaven 365, 2497 GM Den Haag, Netherlands",ChIJ_dkMUxOxxUcRC_3qXQ6Tp7o,"{'compound_code': '29R6+PF The Hague, Netherlands', 'global_code': '9F4629R6+PF'}",4.2,ChIJ_dkMUxOxxUcRC_3qXQ6Tp7o,GOOGLE,"['car_dealer', 'point_of_interest', 'store', 'establishment']",103,OPERATIONAL,"{'location': {'lat': 52.0418141, 'lng': 4.361228199999999}, 'viewport': {'northeast': {'lat': 52.0431029302915, 'lng': 4.362684280291501}, 'southwest': {'lat': 52.0404049697085, 'lng': 4.359986319708496}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100009308226367178663"">DAVO Groep Hyundai Den Haag Ypenburg</a>'], 'photo_reference': 'AeJbb3e5Y0xJl1rOIFqyaW0coAZVkz3GKxex-0zkrc5ImluEr6j9wq6SB1la5tz3mCaY6eB1LrB2DH9EYptObb1GKQTdkQ83nMH7CIqxCjc1vvv7BJXHQqVL5amqs-5Y2BX_Z_R6tok1_4ruZ2wul_1EHioH1yI1QbrMAbTpvZ_13dmXY8MN', 'width': 4032}]",PREUNINGER KERKETUINEN,Null,Null,Null,Null,Null,Null,"['We didnt have appointment because we did not know stores were closed due to lockdown I asked one of the sales rep in English and all answer I got was him speaking Dutch to me basically saying big NO on whether if I can check the car Santa Fe Next time instead of keep saying NO maybe ask customers if they want to make future appointments I am a very big fan of HYUNDAI but I feel absolutely disgusted by one of your sales rep', 'My experience in this Hyundai car dealer was fantastic Marc Duijm was a highly professional salesman he helped us in everything we needed Go to him for a great customer service', 'Super service Right on time Very professional staff and mechanics Frank did a great alignment of my car with attention for all details ', 'We were looking for an obscure part and they found it for us', 'Friendly staff especially Mike']",3,2,Null,Yes,No,No,No,Yes
536,automotive company erol,garage euro cars,0.307692308,hopmanstraat 5,Daltonweg 18 ,0.222222222,06 14439076,0181-390815,0,0.176638177,"Hopmanstraat 5, 2497 DW Den Haag, Netherlands",ChIJ362XaWy2xUcRhdYmSXYZUbs,"{'compound_code': '29R6+5W The Hague, Netherlands', 'global_code': '9F4629R6+5W'}",Null,ChIJ362XaWy2xUcRhdYmSXYZUbs,GOOGLE,"['car_dealer', 'point_of_interest', 'store', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.04043950000001, 'lng': 4.3623296}, 'viewport': {'northeast': {'lat': 52.0417432302915, 'lng': 4.363608380291502}, 'southwest': {'lat': 52.0390452697085, 'lng': 4.360910419708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,Null,Automobielbedrijf Erol,Automobielbedrijf Erol,Null,27197086,10981403,Hopmanstraat 5 2497DW s-Gravenhage,27197086 0000 000010981403 Automobielbedrijf  Erol Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Eenmanszaak De in- en verkoop ...,['Null'],0,0,Null,Yes,No,No,Yes,No
537,autoinkoopnu.nl - auto purchase the hague,car company 'new purchase',0.358208955,i'm a meatball,Maseratilaan 9 ,0.344827586,none,0186-640950,0,0.234345514,"Klopsteen, 2496 SN Den Haag, Netherlands",ChIJ1Upk6hW3xUcRO56qIujkswc,"{'compound_code': '29R9+7W The Hague, Netherlands', 'global_code': '9F4629R9+7W'}",Null,ChIJ1Upk6hW3xUcRO56qIujkswc,GOOGLE,"['car_dealer', 'point_of_interest', 'store', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.0406912, 'lng': 4.3697605}, 'viewport': {'northeast': {'lat': 52.0420811802915, 'lng': 4.370498930291502}, 'southwest': {'lat': 52.0393832197085, 'lng': 4.367800969708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,Null,AutoInkoopNU.nl - Auto Inkoop Den Haag,Null,Null,Null,Null,Null,Null,['Null'],0,0,Null,Yes,No,No,No,No
538,wijkopenautos.nl the hague-the rivers,arjan auto's barracks,0.413793103,tiber 62,Oude Beeck 4 ,0.19047619,085 888 7799,0183-730470,0,0.201423098,"Tiber 62, 2492 JD Den Haag, Netherlands",ChIJmRQbdyu2xUcRN3v4TtZXDUw,"{'compound_code': '397R+VC The Hague, Netherlands', 'global_code': '9F46397R+VC'}",3.6,ChIJmRQbdyu2xUcRN3v4TtZXDUw,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",402,OPERATIONAL,"{'location': {'lat': 52.064695, 'lng': 4.39103}, 'viewport': {'northeast': {'lat': 52.0659757302915, 'lng': 4.392528480291503}, 'southwest': {'lat': 52.0632777697085, 'lng': 4.389830519708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,"[{'height': 1100, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104849956937706156822"">wijkopenautos.nl Den Haag-De Rivieren</a>'], 'photo_reference': 'AeJbb3dBGxObszDfiXmDswxaSTlV7iXyURywx2kwbMNMSTDBMtOWWwrkohIaslNx2957-EXgDseLMuyZux9xMrmvU2-LK-DaM12-wJ7e_LbZUaWUm3WWFsWt_XfAtWQepwWLTCl8KU5jJbdbqnAlFXEnoidz_5Dk57iZsrrFy7xr1arbdf6a', 'width': 1366}]",wijkopenautos.nl Den Haag-De Rivieren,Null,Null,Null,Null,Null,Null,"['Very honorable treatment and transparent process Fair prices I like the professionalism of Erwin', 'Easy  process with straightforward multipoint vehicle check in the local outlet in Den Haag  with easy transfer of ownership the auto all inside 40 minutes Reasonable valuation and immediate sale at anticipated price Only downside is the persistent emails which is not necessary after initiating the sale of the auto', 'Very professional Happy experience', 'Quick service but fairly low return value Friendly employees', 'Wonderful place very efficient service from Andy would definitely recommend ']",3,2,Null,Yes,No,No,No,Yes
539,dealer garage hague forepark citroën,garage forepark,0.588235294,rhone 18,Rhone 18 ,0.823529412,070 347 1747,703471747,1,0.803921569,"Rhone 18, 2491 AP Den Haag, Netherlands",ChIJg4rZXP22xUcR3lfLFsrLEGo,"{'compound_code': '39CV+GP The Hague, Netherlands', 'global_code': '9F4639CV+GP'}",4.4,ChIJg4rZXP22xUcR3lfLFsrLEGo,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",189,OPERATIONAL,"{'location': {'lat': 52.0713462, 'lng': 4.394302}, 'viewport': {'northeast': {'lat': 52.07260318029149, 'lng': 4.395621630291502}, 'southwest': {'lat': 52.0699052197085, 'lng': 4.392923669708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103593419246589227324"">Citroën &amp; DS dealer | Motorhuis Forepark</a>'], 'photo_reference': 'AeJbb3fsgyK5N1rx37ZsgBWR8zTQ_OakClBEG-4DVZVDmiU54xjTp70zKDMC8QsC5FSrxWitkH8p8kUwzzqgTeOcO-w6rSnfPjJup_dIRJ5qt4RnJlfjvgDgnOstUR9nbDzDAquMSe0cu6oQ7t_WMRBZ0q_dVGzRNsY5MOinFB23tfBYenG_', 'width': 5184}]",Dealer Motorhuis Hague Forepark Citroën,Null,Null,Null,Null,Null,Null,"['I maintain my cars at that location for years and Ive been always satisfied with the service  loyal transparent and helpfulThank you  Team', 'Top service', 'Helpful staff and good service', 'SUPER Have been their client for the last 4 years and the service has always been excellent Couldnt be happier', 'Even under these difficult circumstances the dealership gives excellent service Theyre very friendly and knowledgeableTheyve created multiple seating areas in the showroom to allow multiple customers to be seated comfortably while keeping enough distance from each other']",5,0,Null,Yes,No,Yes,No,Yes
540,land rover romijn the hague,all-round car company a s romijn b.v.,0.4375,"forepark, neckar 7-9",Neckar 7 ,0.482758621,070 301 2442,703012442,1,0.640086207,"Forepark, Neckar 7-9, 2491 BE Den Haag, Netherlands",ChIJa_4mm9O3xUcR8lg2GwX958w,"{'compound_code': '399R+W9 The Hague, Netherlands', 'global_code': '9F46399R+W9'}",3.5,ChIJa_4mm9O3xUcR8lg2GwX958w,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",80,OPERATIONAL,"{'location': {'lat': 52.0698099, 'lng': 4.3909095}, 'viewport': {'northeast': {'lat': 52.07119708029149, 'lng': 4.392334930291502}, 'southwest': {'lat': 52.06849911970849, 'lng': 4.389636969708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,"[{'height': 553, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114465045646302423483"">Land Rover Romijn Den Haag</a>'], 'photo_reference': 'AeJbb3fxgGbV-1WNTtHJQfxdUK1meXthldlJzgekDkOsdl14H9nO_Irub-2rWoNwX9ff7wzlR7zfODHWMm-PFdejTMkpZvVrOSRTQeyRY6gSuyZ_02QEjRDP3FAA70iCKr7FGwCQJ171sn5WPefpVnNQ0fP_AxgdwmH4pREN7ZZ6x4JPFuep', 'width': 984}]",Land Rover Romijn Den Haag,Allround Autobedrijf A.S. Romijn B.V. | Romijn Land Rover Centre Den Haag,Null,27057323,16595947,Neckar 7 2491BE s-Gravenhage,27057323 0000 000016595947 Allround Autobedr. A S Romyn B.V. Allround Autobedrijf A.S. Romijn B.V. Neckar 7 2491BE s-Gravenhage Handel in en reparatie van personenautos en ...,"['I went to check out the cars as my father is interested in purchasing a Range Rover but he couldnt come As I was looking at the cars an old man aprox hed to me with a bad attitude and asked me what I wanted I said that Im looking at the cars and he left then I open the door of another car and he said rudely that I cannot open the cars which was not logic since I checked all the cars before and all of them were opened I hope its only that man cause those are awesome cars but unfortunately he judge me by my appearance just because I am young', 'Great service and hospitality  Special thanks to Sjoerd for helping me out and being so patient with me I would recommend Romijn to anyone looking for professional advice on JLR purchasesCheers', 'Was helped pretty bad and decided to buy a Tesla instead', 'Always helpful and accurate Very good dealership', 'An excellent and client friendly service']",3,2,Null,Yes,No,No,Yes,Yes
541,jaguar romijn the hague,all-round car company a s romijn b.v.,0.4,neckar 7-9,Neckar 7 ,0.736842105,070 301 2442,703012442,1,0.712280702,"Neckar 7-9, 2491 BE Den Haag, Netherlands",ChIJo37bhNO3xUcRYYVoKLM0BpE,"{'compound_code': '399Q+XH The Hague, Netherlands', 'global_code': '9F46399Q+XH'}",3.2,ChIJo37bhNO3xUcRYYVoKLM0BpE,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",20,OPERATIONAL,"{'location': {'lat': 52.06997639999999, 'lng': 4.3889342}, 'viewport': {'northeast': {'lat': 52.0709146302915, 'lng': 4.390858580291502}, 'southwest': {'lat': 52.0682166697085, 'lng': 4.388160619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,"[{'height': 559, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100343970251410388960"">Jaguar Romijn Den Haag</a>'], 'photo_reference': 'AeJbb3c56h0SDcBiOdIdoNuGRJMuwQC8CAO343Z7adokN7JyZeRx3ZKxQQgEnAKRIfQvha4JPMMsDuR8qCrTdWF7yGi0fXTHm-lh5SPQvAtZ5FtI4E_SSenMXM-9c5xnN1cjQMkV8HaLNQI5AUCVmCWTqx3KYixCW2i3Axl5fgrwzwb0kdQv', 'width': 994}]",Jaguar Romijn Den Haag,Null,Null,Null,Null,Null,Null,"['Friendly people and very helpful', 'Was told today that my brother was not allowed to take a test drive today because three years ago a bill of EUR 139 which they wrongly wanted to charge him was left unpaid for a Range Rover according to their records In addition to the fact that I find it a particularly spiteful way of working I also find it very unprofessional Very sorry', 'Bad service unfortunately they treat customers by appearance', 'Today I was serviced for my Jaguar Epace I received fantastic help from the employees Mrs Jessica and Mr Michael They are professional and very involved Very happy with it so I highly recommend it to all new customers', 'Been there last month for a winter check and amazing Car returned clean and everyone there is super friendly Was well helped and no further defects on the car']",3,2,Null,Yes,No,Yes,No,Yes
542,wittebrug audi the hague,wittebrug e.g.,0.631578947,danube 96,Leehove 49 ,0.3,070 342 9333,174525650,0,0.310526316,"Donau 96, 2491 BC Den Haag, Netherlands",ChIJ61Yieyi2xUcRHS6jW6puG1M,"{'compound_code': '395Q+CC The Hague, Netherlands', 'global_code': '9F46395Q+CC'}",4.2,ChIJ61Yieyi2xUcRHS6jW6puG1M,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",194,OPERATIONAL,"{'location': {'lat': 52.0585201, 'lng': 4.3885657}, 'viewport': {'northeast': {'lat': 52.0598516302915, 'lng': 4.389882580291502}, 'southwest': {'lat': 52.0571536697085, 'lng': 4.387184619708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,"[{'height': 3842, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111272295189220502975"">Wittebrug Audi Den Haag</a>'], 'photo_reference': 'AeJbb3df5OcMdm6LSuWy6nTBgcl3aBiKb8Z3lgLh8XQnEKFh32gXazO6n4pGvnLBpiE-tAytTqzniRM330_v5uErCuC2L-46JiEAL39Q7bkUf3N9MnAe1UBXl_aQgD42k2zY9L9whpbKg-PwFCmYLucA1sq-mIhblXNBLbTp03sn-EwwLzHz', 'width': 5763}]",Wittebrug Audi Den Haag,Null,Null,Null,Null,Null,Null,"['Nice new building with a good presentation of new and used cars Friendly and professional employees also which for me is very important No 5 stars yet because I did not buy a car yet so I cannot judge about the sales process yet But I am confident they will get my 5th star later', 'Very efficient helpful  kind when controlling the breaks of my dads car during his travel across the Netherlands', 'One of the best Audi dealership in the Netherlands', 'Nice service Prompt reply', 'Ive been a long term customer with Audi Wittebrug and have always been very happy with their customer service They respond quickly to issues which is one of the reasons half our office uses them Special thanks to Ron Janssen who also once saved me when my electric car ran out of juice Highly recommended']",5,0,Null,Yes,No,No,No,Yes
543,wittebrug seat the hague,wittebrug e.g.,0.631578947,donau 120c,Leehove 49 ,0.19047619,070 342 9444,174525650,0,0.274018379,"Donau 120c, 2491 BC Den Haag, Netherlands",ChIJ61Yieyi2xUcRfnHH-VrsGQs,"{'compound_code': '394V+R5 The Hague, Netherlands', 'global_code': '9F46394V+R5'}",4.2,ChIJ61Yieyi2xUcRfnHH-VrsGQs,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",64,OPERATIONAL,"{'location': {'lat': 52.0570008, 'lng': 4.392916899999999}, 'viewport': {'northeast': {'lat': 52.0582098302915, 'lng': 4.394655630291502}, 'southwest': {'lat': 52.0555118697085, 'lng': 4.391957669708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,"[{'height': 581, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102842576915886062461"">Wittebrug SEAT Den Haag</a>'], 'photo_reference': 'AeJbb3cuD6wAtA60czKQRx-UtomwE6VR7il8VU9NFbWUKpsqhr9ffy30N0TLg2N6k3G5oZ1AF7drS39ejLGof4geRGlam6i9hgrh4JPCfexvpp2YFuyjt9z6NVLc7e979N6xszhR9jVzwEeflW7ZXT-e1XkQMuLTtUCCeBhEX4Eh9FHp_rls', 'width': 1000}]",Wittebrug SEAT Den Haag,Null,Null,Null,Null,Null,Null,"['I use this seat location for regular maintenance and tire changes Appointments are always on time rental cars always available and updates of work done on the car are detailed Excellent service', 'The employees are capable and professional yer can crack a laugh at a joke So far it has been a good experience', 'Good dealer', 'Great showroom friendly staff Detailed information on request', 'Ive been here to buy my new car Alexander helped me Although there were some challenges from my side he helped me a lot I think its a great company']",5,0,Null,Yes,No,No,No,Yes
544,wittebrug škoda the hague,white bridge,0.432432432,donau 120 d,Donau 120 ,0.857142857,070 342 9250,070-3429473,0.7,0.663191763,"Donau 120 D, 2491 BC Den Haag, Netherlands",ChIJ61Yieyi2xUcR7k1Mn3ybEG0,"{'compound_code': '394V+MC The Hague, Netherlands', 'global_code': '9F46394V+MC'}",4,ChIJ61Yieyi2xUcR7k1Mn3ybEG0,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",114,OPERATIONAL,"{'location': {'lat': 52.0567002, 'lng': 4.3935563}, 'viewport': {'northeast': {'lat': 52.0580393802915, 'lng': 4.394889280291503}, 'southwest': {'lat': 52.0553414197085, 'lng': 4.392191319708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,"[{'height': 1723, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112919566580797453872"">Wittebrug ŠKODA Den Haag</a>'], 'photo_reference': 'AeJbb3exaO8wbcPmSL0aM-dL7mx9oBvqD0PdXEWT4dPzv10IVwpXT8bwgaQJu3Fngh0buluc5LC7kY9x1NObabMAAVZIn25ZTHCenFSWlnYbgkElLN7JsuV-MKrlAwo_VQlakY6yQ_moOVbQInNjHki4U_Rc-hCz2E9g_AJZbvMuJt9AG4U3', 'width': 3000}]",Wittebrug ŠKODA Den Haag,Null,Null,Null,Null,Null,Null,"['Very good service Flexible and friendly staff and the car is great', 'The whole customer care and communication during ordering a new car could be much more customer friendly 3 stars for a good looking and quality car', 'Totally unhelpful and arrogant staff DO NOT GO THEREI visited the Wittebrug Occasion Center two times to buy a car The first time I was there and I found the staff completely unhelpful very arrogant and not welcoming at all They didnt even bother to get out of their desk I went to one of them asking if they could open up a car for me he was looking at me like a stranger I showed interest in a car and asked for a test drive He made an appointment like someone has forced him to do the job No offer for a drink or water The other day I came at the appointment only to realize that and the guy was off on that day and they others did not even know about my appointment The car was not ready for test drive and I only met some other arrogant staff there who did not bother to say hi or welcome me Although I found my desired car there but I will never go back to Wittebrug for ANY deal', 'Not well attended by personnel  No good information nor help', 'Friendly people maybe not the cheapest but correct services']",3,2,Null,Yes,No,No,No,Yes
545,louwman retail b.v.,louwman mazda b.v.,0.756756757,danube 34,Charles Petitweg 41 ,0.275862069,070 304 7300,765712000,0,0.344206275,"Donau 34, 2491 BA Den Haag, Netherlands",ChIJL8fde9O3xUcRXBr35Ab_6LY,"{'compound_code': '399Q+WJ The Hague, Netherlands', 'global_code': '9F46399Q+WJ'}",4.2,ChIJL8fde9O3xUcRXBr35Ab_6LY,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",103,OPERATIONAL,"{'location': {'lat': 52.0698423, 'lng': 4.389041400000001}, 'viewport': {'northeast': {'lat': 52.07083533029149, 'lng': 4.390889030291502}, 'southwest': {'lat': 52.0681373697085, 'lng': 4.388191069708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103437880879861463641"">Jan van Puffelen</a>'], 'photo_reference': 'AeJbb3dGLBltAFvXJaQg2wr0tn8MsTOXvoYpkQVX916r_1BZRXq8X3dwqQHSvvmgtPDeap1jERMuUTg_MzoAybxDTnfpJw4_vWOJiWKxjVI3wBFlh8mTG1nfmIXeeJ1prrn2hreuTXYmmImogitcBZJI19wu_9ym5ck6dmvNfA4PLGvFfC-a', 'width': 3264}]",Louwman Retail B.V.,Null,Null,Null,Null,Null,Null,"['I have unexpectedly unpleasant experience with this Toyota Dealer It started in May 2020 with the dealer promising 2 weeks for a car to be provided while in reality it took 5 weeks and affected my working and personal plans Then they could not provide me with a manual in English which I find quite strange as it is a norm all over the world already And currently they have been ignoring my requests about the car repair for 2 weeks and I dont know how to make them fulfill their obligations I have a feeling that my manager is not responsible for anything and I only pay to Toyota for a car lease not getting a service that is included into the package I DO NOT recommend to work with them', 'Best cars in town', 'Back office team is TOP ', 'Expensive', 'Vrij goede Toyota autodealer die eigenlijk gewoon te groot is om nog echt goede service te kunnen bieden Als het mogelijk was zou ik voor een kleinere meer klantgerichte dealer kiezen Hij zit ook nog eens ver weg van alles op een anoniem industrieterrein waar niets te doen is waardoor je bijna verplicht bent een huurauto te nemen Die dan wel weer heel redelijk geprijsd is']",2,3,Null,Yes,No,No,No,Yes
546,we buy cars,louwman mazda b.v.,0.756756757,tiber 62,Charles Petitweg 41 ,0.275862069,none,765712000,0,0.344206275,"Tiber 62, 2491 DJ Den Haag, Netherlands",ChIJVVVFdyu2xUcR5XsBWjsUERA,"{'compound_code': '397R+V9 The Hague, Netherlands', 'global_code': '9F46397R+V9'}",2.3,ChIJVVVFdyu2xUcR5XsBWjsUERA,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",6,OPERATIONAL,"{'location': {'lat': 52.0647089, 'lng': 4.3909122}, 'viewport': {'northeast': {'lat': 52.0659698302915, 'lng': 4.392454080291503}, 'southwest': {'lat': 52.0632718697085, 'lng': 4.389756119708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,Null,Wij Kopen Auto's,Null,Null,76672557,Null,Kronenburgsingel 525 p/a KvK 6831GM Arnhem Rechtspersoon,76672557 860738437 Wij  Kopen Exclusieve Autos B.V. Besloten vennootschap met gewone structuur,"['Good and correct treatment Received price as agreed', 'Clear', 'What a terrible company scammers actuallyLure with a nice online bid and then pay nothing shame I would be embarrassed to be working at such a company fooling people all dayI would have preferred 0 stars', 'We Buy Cars offered  152 Eventually sold elsewhere for  1250']",2,2,Null,Yes,No,No,No,Yes
547,autoinkoopnu.nl - auto purchase the hague,car company 'new purchase',0.358208955,jaap hoekdreef 58,Maseratilaan 9 ,0.25,none,0186-640950,0,0.202736318,"Jaap Hoekdreef 58, 2492 JS Den Haag, Netherlands",ChIJmfH6eFvJxUcR6Xuwap3yObk,"{'compound_code': '3C72+WG The Hague, Netherlands', 'global_code': '9F463C72+WG'}",Null,ChIJmfH6eFvJxUcR6Xuwap3yObk,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.0648649, 'lng': 4.401294700000001}, 'viewport': {'northeast': {'lat': 52.0661491802915, 'lng': 4.402547230291503}, 'southwest': {'lat': 52.0634512197085, 'lng': 4.399849269708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,Null,AutoInkoopNU.nl - Auto Inkoop Den Haag,Null,Null,Null,Null,Null,Null,['Null'],0,0,Null,Yes,No,No,No,No
548,car company forepark,hertz the hague,0.114285714,moldau 34,Lekstraat 37 ,0.272727273,070 785 8360,070-3818989,0,0.129004329,"Moldau 34, 2491 CW Den Haag, Netherlands",ChIJ89lPri22xUcREsiDyC4l6bo,"{'compound_code': '397P+JF The Hague, Netherlands', 'global_code': '9F46397P+JF'}",3.5,ChIJ89lPri22xUcREsiDyC4l6bo,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",6,OPERATIONAL,"{'location': {'lat': 52.0641227, 'lng': 4.3861276}, 'viewport': {'northeast': {'lat': 52.0654679802915, 'lng': 4.387580580291503}, 'southwest': {'lat': 52.0627700197085, 'lng': 4.384882619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,Null,Autobedrijf Forepark,DAVO (DAVO Autobedrijven) | DAVO Outlet Store | Davo groep | Davo Den Haag Forepark | Autobedrijf Preuninger | Preuninger Automotive,Null,27167441,20053290,Donau 120 2491BC s-Gravenhage,27167441 0000 000020053290 DAVO (DAVO Autobedrijven) Davo Den Haag Forepark DAVO Autobedrijven B.V. Handel in en reparatie van zwaardere bedrijfsautos (geen import van ...,['Unfortunately I was not there but I was close to Autobedrijf Forepark so doing'],0,1,Null,Yes,No,No,Yes,Yes
